PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,target
-0.027275061712587517,1.0403289547165135,0.054874468899757375,-1.2170489253474526,3.0235396917740243,-0.7721468705298071,0.9966719377672052,0.7357734447239008,-1.3179688998823993,-0.11540712985387691,-0.0356226736737913,-0.4859630180280075,0.4497768513571215,3
0.9777269239062629,2.6941652618262424,-2.7854916413150463,-0.2873036745880063,-1.154195700269709,-1.8133290578580816,-1.2452831949382732,-0.18421320689234344,-0.6159655724888959,0.47046558094839963,0.015054627187372388,0.4638549106218377,0.054604494704096486,3
-1.168786285170594,-4.506803109908169,3.218614455887202,2.429695079202714,-1.014122634717033,-0.5185474956746434,0.1129065176524761,1.3495645495052022,-0.4489752045466292,1.0779195831538393,0.10844800627462071,1.349706105752516,-0.7583691912655902,1
-1.351275573793982,-3.316914691982141,0.4275989457452939,1.1718246472083087,-1.3473468705969747,-1.038550210858022,1.8592369555190886,-1.1287578179223996,1.5635412900024965,-0.7450291021617744,1.382976791856792,-1.0955344066889854,1.4081382738425532,0
1.4028507708938456,2.9813707253973822,-2.1263418998331214,2.9480226917236556,2.0104370546058266,-2.3807078845796354,-0.7787985879122256,0.35752075024625424,1.5460390182564603,-0.253984496687854,-0.21503688514381789,0.7666983195837684,-0.4296764446981239,3
-0.16905698971447433,1.7930197061667419,-3.5881618348554385,-1.784556561058146,-0.13042677254064355,1.500380332471975,-0.19540297976459817,-0.5988428015735675,-2.317754564964047,2.161925982444856,1.472281512493909,0.8260675462726731,-0.12182598101520573,0
1.4530941790411145,2.705343277355339,-3.165477000249431,-0.19607286026962847,-0.07217004779903867,1.7658175955643527,2.3852113204286747,-0.5292435662427595,1.5405691665496248,-1.1555764513294238,-0.5136346713204518,0.14701191312918954,2.1085478731852128,2
0.3436239676756465,-0.27653468794126246,1.4790866868812387,0.37845733596932585,0.31484656129539734,-0.6566744829719743,1.3620071609451923,0.5078251458992723,-0.2038124762589114,-1.5387805438989093,-0.020862222671511218,-1.4464978123787058,1.057943620446435,2
0.9615431979153949,1.8649667567410733,0.09698045040715628,-2.133479638899417,-0.7661661402904848,-1.2909602271057832,-0.5629304832408027,-0.5626470617750637,-0.4950879332512692,-0.04392134979703774,-0.25908197729199106,-0.46720358421178887,1.2935337934027746,2
0.9093554397872895,1.7771650065438231,2.5791987484578565,-1.0542729663120045,-1.8938237358047294,0.13493022644144445,1.4370249260276164,-1.4482918033763579,-0.29567047617919046,0.7726584151447126,0.4746870041314442,0.5351142648799816,-0.21660441057479304,2
1.135504098322749,2.7213797596030633,-2.6509532675357215,0.911624552192702,-0.5693915313866291,-1.473135312813355,-1.4747440310431463,0.11200693377026495,-0.5696551902300426,-0.14781602842557787,-0.5845411823075877,0.20159244458886527,-0.017103081820811872,3
0.34693064990047373,1.8321538890531108,-0.6764441975343193,1.6806473074141246,0.22143954684525202,1.805698503586147,-0.7783074114250439,2.758893414073489,0.5625297206100563,-0.0007053532945908411,-1.028566406385262,0.13876917568691402,-0.03719342896719461,3
-0.39257488720454076,-1.4965253052804286,-0.45719458839487,0.18270804739939558,-0.7890320924885903,0.3488707931870156,-0.6375678754772611,-0.7927097987061568,-0.9834958879344751,0.33565403655379183,0.39283455861685834,-0.08188686402383911,0.1341069401439562,1
-0.052461148784524236,0.794287878022572,0.38476407687644065,-0.7495857869020064,3.065639972146241,0.5654077118341834,0.8832192234083074,-0.31059414586477935,1.0189097755040484,-0.38900156689722887,-0.3902693260569091,-0.13652199279278257,-0.4963907544453276,3
-1.0936741299738297,-1.920503736858914,-2.4942177512072092,-1.581894726661076,-1.4639759702860082,0.5924301328894596,1.4678571727878926,-0.3347535682990406,-0.4326277410904186,-0.9314579646887461,0.32380039559962903,-0.29246252748281165,-1.0665469753831265,2
-0.47056358187364655,-0.2824120452622442,0.7723937816330527,-0.40304436274451977,1.1323427412070932,1.175115599909752,0.15846483476028134,-1.6022445728102812,0.00332633210194112,0.3885294766049891,2.060490968284541,-0.1886884195225148,0.8772682839918862,0
-0.30002703932514174,-0.6215539276055821,3.063567074101976,-2.068307693383553,-0.5209640114243881,-0.30365104571404095,0.19320203764538832,-0.3505587212715724,-0.9890654989151948,0.42655153417082575,0.3627469238075356,-0.5004430441626615,0.16082462167939116,3
-0.39420368044473253,-0.9155532646870878,-0.04916551546991026,-0.8368267996816376,-0.3838509038737465,0.614412287723007,-0.2801987821283433,-1.6288628064517772,2.196437302039565,-0.20067302666987333,0.15803460050683565,-0.18139216949900533,-0.364093902623727,0
-1.3499019734896738,-3.8628085236878538,1.549884773805784,0.7792701622732443,-1.0154324011672498,0.7077724421330891,-0.8226635488732795,0.30948428615746165,1.3870539904404477,0.1196634211691296,0.4433470958338519,0.7970842058360258,-0.32009968658951365,0
0.1993181861541358,-0.07157668725208548,-2.0144409894449424,-1.0680632927501412,-0.8458001480978974,0.6920578715944504,1.1492625605586118,2.0469867625795555,-0.1849231695661203,0.024561721232164033,0.6960318644839173,1.4425872674595157,-0.1518512977199982,0
-0.3448836212152218,0.6729439931245782,1.4228126650014872,3.019099014426771,1.5447888296348977,-3.0049384438690585,-1.4939898702979195,0.43022585500785093,-1.119124825307689,1.085104624809343,0.4839075524951653,-0.22674884328892977,-1.140565792908239,2
-1.3106265649543731,-4.524842141035796,0.485395088430275,0.3207289514145971,-2.4517264846378515,-0.7219735556583045,0.4203484984627542,0.27439314025955236,1.9160844839612299,-0.25662327537484003,1.4711072490051125,0.3319994368221789,1.6603208310588995,0
1.423922956469288,3.038268127053367,-2.0083370557427185,3.041806873489501,1.816210058456066,-2.056725942702835,-0.8779416860812945,0.19582044745029004,1.4590179274048547,-0.23696447465636739,-0.07207355211810763,0.7469940595315377,-0.3093296930316834,3
-0.022269753509588625,0.7858614063019738,-1.5881618971211084,0.7413883530510637,-0.5981493315835238,0.7049191156604883,1.6887035580618475,-0.17876327508585496,0.7401682459731195,-0.15274491243782487,0.26246016963485086,0.1114609294125395,-0.38561948766536397,2
-0.23946560357808522,-0.41328879298869575,-0.12271022905209795,-0.07362348066420245,1.2515280594791331,0.1586435491538354,0.3311109866673664,-0.058437856551761674,-1.048031709986507,0.10456369655143839,0.11998470076803862,0.09249207143235033,-0.5739485725619502,2
1.1066702513074427,2.7992478918256194,3.293411486230219,-1.190959801548214,-0.6804609472610601,-0.7455642459818106,0.9221239341384788,-0.9157058492704092,0.3336878247426428,1.091735947823732,-0.7821858463660306,0.3078063845069314,0.33435211881716603,3
-0.16539771589404614,0.17748107833229015,2.1279792272367906,-1.6670613681386754,1.2741211114293247,0.187585977229087,0.3865665343212525,-0.4618746331954359,0.2076218220518191,0.07199035924460306,0.0019922749772248276,-0.3426817697877914,-0.1392736363058648,3
0.7523381302548569,0.31920363692082426,1.9894208212353335,1.8517490953597886,-0.5132940325214569,-0.906030811900308,0.917420329733336,-0.08661465465745086,-0.6418087549609417,1.3095858808262324,-0.5728854305229476,-0.08430200421692242,1.270260419983463,3
-1.068024528221245,-2.139895862803305,-4.30974375694469,-2.5458391188995995,-0.9257402228362434,-1.773587759488819,-0.7244192976148774,2.615778579397696,-0.21499661384328053,-0.9769205432672785,0.49886080018830153,-0.05326156094685368,0.056558960155873805,0
-0.9941043801960495,-2.8139014153548145,1.7691347505344748,3.756472089573978,-0.4561587526710316,1.0021060984757921,-0.8523451101533491,1.9034989421757376,-0.9828447368700695,-0.1400429808903544,0.8389265958016486,-0.09540868600667592,0.14738966394903086,0
-0.3565428340438252,-1.4039965874783336,0.9358548488041143,1.8553844094160836,-0.6293752762436229,0.7067982958499237,0.898301567198237,-0.9545518432008022,0.9823945657427586,-0.5759859377233982,0.5934875119599015,-0.18323737323736228,-0.861516595786498,1
-0.12500882982847822,0.33478073689983845,-3.5932863365851113,1.7767475785273665,-0.40355297165318604,-1.3367139288629344,-1.379729502119885,-0.15282485079426136,1.1402928392670386,-0.18993855063688092,0.4273418306799004,-0.233061265664264,-1.0708274826524153,2
-0.7092351227726031,-1.2614489125831332,-1.2201671572969761,3.071451842453781,-0.6524768027954541,1.3408999848341931,0.2199988982743807,1.9252946368467232,0.4792068913430238,0.41316331595380007,1.0147303330069692,1.2662074498012386,-1.0118376312178043,0
1.0762605317797813,2.3590472940367526,3.4480718963012977,-0.7983538244017051,-0.1145969145332836,-1.1728461160351211,0.8227802449951497,-0.7924227399088073,0.2142487580652347,1.0075370247610869,-0.39673102588428194,0.49707425523867804,0.4325937841459121,3
1.0385817616441722,4.658238365024679,-0.18220947414678154,-3.182369255791087,1.0285169012557713,-0.8428995619229279,-0.8488781295068244,-0.19499337868447322,-0.3489377763133639,0.5889936595826741,0.6517031200214016,-0.7442093015943083,-1.0492053779177173,2
0.006165451371915365,1.361339487742069,0.48850688077155635,-1.9483627019267964,5.008682147694516,-0.5947708318227829,-0.18004088870237242,0.5693241082805097,-0.9660385480170984,0.036630380845311394,-0.20743833946606025,-0.5061595006383094,0.6241330903538002,3
0.2459272798834209,1.0836603189766965,3.8531155114391145,-2.0954654382802738,-0.7466479616347016,-0.27067549207324,0.8940871694468325,1.0462550144232219,2.3085645708745113,-0.020875423226917253,-0.8784003237376296,0.6011179922868458,0.3295121046007922,3
-0.4150919720397314,0.3437723513406077,0.6292997901413351,-0.26670646583593316,0.9887609247137276,0.6135261297523217,-0.15153997286174833,1.242375140293668,-0.30903086315249506,2.26508371441688,0.3885076773705333,1.4895957881050061,-0.9978261643470756,0
